                                                            ZZGSES       1249125159937519332002402625                                                      20251128               
                                                            GSE  S       0832750106625012888001601750                                                      20260101
3654000000OMAHA, NE-IA                                      GSE  S03450000832750106625012888001601750NE155NEBRASKA                  SAUNDERS               2026010103450002025
4242000000SCOTTSBLUFF, NE                                   GSE  S02210000832750106625012888001601750NE157NEBRASKA                  SCOTTS BLUFF           2026010102440002023
3070000000LINCOLN, NE                                       GSE  S02830000832750106625012888001601750NE159NEBRASKA                  SEWARD                 2026010102830002025
9999900000NON-METRO                                         GSE  S00780000832750106625012888001601750NE161NEBRASKA                  SHERIDAN               2026010101050002022
9999900000NON-METRO                                         GSE  S00690000832750106625012888001601750NE163NEBRASKA                  SHERMAN                2026010101410002023
9999900000NON-METRO                                         GSE  S02050000832750106625012888001601750NE165NEBRASKA                  SIOUX                  2026010102440002023
3574000000NORFOLK, NE                                       GSE  S02310000832750106625012888001601750NE167NEBRASKA                  STANTON                2026010102310002025
9999900000NON-METRO                                         GSE  S00700000832750106625012888001601750NE169NEBRASKA                  THAYER                 2026010101080002023
9999900000NON-METRO                                         GSE  S00600000832750106625012888001601750NE171NEBRASKA                  THOMAS                 2026010101770002022
9999900000NON-METRO                                         GSE  S00800000832750106625012888001601750NE173NEBRASKA                  THURSTON               2026010101710002024
9999900000NON-METRO                                         GSE  S01580000832750106625012888001601750NE175NEBRASKA                  VALLEY                 2026010101740002024
3654000000OMAHA, NE-IA                                      GSE  S03450000832750106625012888001601750NE177NEBRASKA                  WASHINGTON             2026010103450002025
9999900000NON-METRO                                         GSE  S01970000832750106625012888001601750NE179NEBRASKA                  WAYNE                  2026010101970002025
2558000000HASTINGS, NE                                      GSE  S01800000832750106625012888001601750NE181NEBRASKA                  WEBSTER                2026010101800002025
9999900000NON-METRO                                         GSE  S01970000832750106625012888001601750NE183NEBRASKA                  WHEELER                2026010102990002021
9999900000NON-METRO                                         GSE  S01600000832750106625012888001601750NE185NEBRASKA                  YORK                   2026010101600002025
2906000000LACONIA, NH                                       GSE  S04130000832750106625012888001601750NH001NEW HAMPSHIRE             BELKNAP                2026010104130002025
9999900000NON-METRO                                         GSE  S04750000832750106625012888001601750NH003NEW HAMPSHIRE             CARROLL                2026010104750002025
2830000000KEENE, NH                                         GSE  S03310000832750106625012888001601750NH005NEW HAMPSHIRE             CHESHIRE               2026010103310002025
9999900000NON-METRO                                         GSE  S01900000832750106625012888001601750NH007NEW HAMPSHIRE             COOS                   2026010101900002025
3015000000LEBANON-CLAREMONT, NH-VT                          GSE  S03790000832750106625012888001601750NH009NEW HAMPSHIRE             GRAFTON                2026010103790002025
3170000000MANCHESTER-NASHUA, NH                             GSE  S05130000832750106625012888001601750NH011NEW HAMPSHIRE             HILLSBOROUGH           2026010105130002025
1818000000CONCORD, NH                                       GSE  S04450000832750106625012888001601750NH013NEW HAMPSHIRE             MERRIMACK              2026010104450002025
1446040484BOSTON-CAMBRIDGE-NEWTON, MA-NH                    GSE  H08370000962550123225014895001851100NH015NEW HAMPSHIRE             ROCKINGHAM             2026010108370002025
1446040484BOSTON-CAMBRIDGE-NEWTON, MA-NH                    GSE  H08370000962550123225014895001851100NH017NEW HAMPSHIRE             STRAFFORD              2026010108370002025
3015000000LEBANON-CLAREMONT, NH-VT                          GSE  S03790000832750106625012888001601750NH019NEW HAMPSHIRE             SULLIVAN               2026010103790002025
1210000000ATLANTIC CITY-HAMMONTON, NJ                       GSE  S06350000832750106625012888001601750NJ001NEW JERSEY                ATLANTIC               2026010106350002025
3562035614NEW YORK-NEWARK-JERSEY CITY, NY-NJ                GSE  H09960001209750154897518722252326875NJ003NEW JERSEY                BERGEN                 2025010111380002024
3798015804PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-DE-MD       GSE  S05480000832750106625012888001601750NJ005NEW JERSEY                BURLINGTON             2026010105480002025
3798015804PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-DE-MD       GSE  S05480000832750106625012888001601750NJ007NEW JERSEY                CAMDEN                 2026010105480002025
1210000000ATLANTIC CITY-HAMMONTON, NJ                       GSE  S06350000832750106625012888001601750NJ009NEW JERSEY                CAPE MAY               2026010106350002025
4722000000VINELAND, NJ                                      GSE  S02350000832750106625012888001601750NJ011NEW JERSEY                CUMBERLAND             2026010102350002025
